date,fd_offset,division,lineage,count
2021-11-12,-50,Rhode Island,21I,11
2021-11-26,-36,Virginia,21J,83
2021-10-22,-71,Missouri,21J,73
2021-10-23,-70,Wisconsin,21J,118
2021-12-02,-30,California,21A,4
2021-11-10,-52,North Carolina,other,1
2021-11-21,-41,New Mexico,21A,1
2021-10-03,-90,Illinois,21A,1
2021-10-31,-62,West Virginia,other,1
2021-12-05,-27,Kansas,21A,1
2021-11-01,-61,Ohio,21I,6
2021-12-12,-20,Virginia,21K,1
2021-10-05,-88,New York,21J,140
2021-10-06,-87,Nebraska,21J,55
2021-12-07,-25,Tennessee,21K,1
2021-11-10,-52,Rhode Island,other,1
2021-10-04,-89,New York,21A,3
2021-11-15,-47,Ohio,21I,5
2021-12-17,-15,Vermont,21K,7
2021-10-04,-89,Virginia,21J,150
2021-11-13,-49,New York,21J,100
2021-10-17,-76,Maine,21J,0
2021-10-22,-71,Delaware,21J,15
2021-12-15,-17,Mississippi,21K,3
2021-12-04,-28,Vermont,21I,1
2021-11-25,-37,California,21J,47
2021-12-07,-25,Georgia,21J,24
2021-11-24,-38,South Carolina,21J,10
2021-10-20,-73,New Mexico,21I,5
2021-11-22,-40,Tennessee,21J,41
2021-12-17,-15,Washington,21J,43
2021-10-05,-88,Arizona,21J,110
2021-11-10,-52,Colorado,21I,20
2021-10-30,-63,Florida,21I,1
2021-10-26,-67,North Carolina,21J,79
2021-11-21,-41,South Dakota,21J,5
2021-10-14,-79,Florida,21J,226
2021-11-26,-36,Arizona,21J,93
2021-10-08,-85,Idaho,other,1
2021-11-06,-56,West Virginia,other,3
2021-10-30,-63,Kansas,21I,4
2021-12-15,-17,Mississippi,21J,5
2021-11-14,-48,New York,21A,2
2021-10-17,-76,Virginia,21J,20
2021-11-10,-52,West Virginia,other,2
2021-11-19,-43,Hawaii,21J,4
2021-12-01,-31,Michigan,21J,195
2021-11-21,-41,Indiana,21J,78
2021-10-25,-68,Maine,21J,0
2021-12-16,-16,New Jersey,21K,67
2021-10-27,-66,Indiana,21I,1
2021-12-14,-18,Ohio,21J,127
2021-10-13,-80,Minnesota,21J,446
2021-12-06,-26,Louisiana,21J,12
2021-11-08,-54,Michigan,21A,1
2021-11-09,-53,Alaska,other,1
2021-10-14,-79,California,21A,10
2021-12-04,-28,Indiana,21J,91
2021-11-07,-55,Idaho,21J,7
2021-10-23,-70,Idaho,21I,1
2021-11-14,-48,Kentucky,21J,20
2021-10-05,-88,Maine,21A,0
2021-11-16,-46,Ohio,21A,3
2021-11-24,-38,Maine,21A,0
2021-10-22,-71,South Carolina,21I,1
2021-10-30,-63,Illinois,other,4
2021-11-21,-41,New York,other,2
2021-11-30,-32,Rhode Island,21K,1
2021-12-16,-16,Oklahoma,21J,3
2021-10-08,-85,Indiana,21J,156
2021-11-17,-45,Pennsylvania,other,1
2021-10-28,-65,Vermont,21A,1
2021-10-28,-65,West Virginia,21A,1
2021-10-19,-74,Colorado,21I,13
2021-12-11,-21,Massachusetts,21J,375
2021-10-28,-65,Kansas,21J,28
2021-10-05,-88,Arizona,21A,2
2021-11-16,-46,Maine,21I,0
2021-11-01,-61,California,other,4
2021-11-12,-50,Colorado,other,5
2021-10-22,-71,Georgia,21A,1
2021-10-13,-80,Oregon,21A,2
2021-10-05,-88,Iowa,21I,2
2021-12-09,-23,Massachusetts,21J,367
2021-12-03,-29,Indiana,21J,96
2021-12-02,-30,Pennsylvania,21J,246
2021-11-27,-35,South Carolina,21J,20
2021-10-22,-71,Michigan,other,2
2021-12-17,-15,Arizona,21J,37
2021-10-04,-89,California,21I,44
2021-12-12,-20,North Carolina,21K,4
2021-10-08,-85,Colorado,21J,298
2021-10-22,-71,Montana,21I,2
2021-12-14,-18,Nebraska,21I,1
2021-11-05,-57,Florida,21I,7
2021-10-29,-64,New York,21J,228
2021-10-12,-81,Vermont,21A,2
2021-12-14,-18,Puerto Rico,21J,7
2021-12-01,-31,Missouri,21J,67
2021-11-09,-53,Arkansas,21J,18
2021-11-19,-43,New Jersey,21J,191
2021-12-06,-26,Washington,21J,98
2021-12-18,-14,Pennsylvania,21J,13
2021-12-09,-23,New York,21A,1
2021-10-15,-78,Maine,21J,0
2021-10-16,-77,Pennsylvania,other,3
2021-11-06,-56,Washington,21A,3
2021-10-24,-69,North Carolina,21A,2
2021-10-12,-81,Rhode Island,21J,67
2021-12-07,-25,Kentucky,21I,1
2021-11-16,-46,Maryland,21I,7
2021-11-12,-50,Oklahoma,21J,14
2021-12-11,-21,Oregon,21I,2
2021-10-30,-63,Florida,21A,2
2021-11-28,-34,Michigan,21I,4
2021-10-27,-66,Minnesota,21J,415
2021-10-18,-75,Missouri,21J,79
2021-10-20,-73,Minnesota,21I,11
2021-12-13,-19,Texas,21J,25
2021-11-03,-59,Alaska,21A,2
2021-11-29,-33,Alaska,21A,1
2021-10-24,-69,Hawaii,21J,7
2021-12-17,-15,Kentucky,21I,1
2021-12-17,-15,Pennsylvania,21A,2
2021-10-23,-70,Idaho,21J,36
2021-12-21,-11,Massachusetts,21I,11
2021-11-16,-46,Wyoming,21J,10
2021-10-16,-77,Mississippi,21J,5
2021-10-21,-72,Florida,21I,9
2021-11-04,-58,Mississippi,21J,8
2021-11-04,-58,Indiana,other,3
2021-12-12,-20,Illinois,21J,43
2021-11-08,-54,Vermont,21J,187
2021-12-17,-15,Wisconsin,other,4
2021-12-04,-28,Kansas,21J,34
2021-11-14,-48,Florida,21J,56
2021-10-13,-80,Wisconsin,21I,4
2021-12-13,-19,California,21J,737
2021-10-16,-77,Minnesota,21J,199
2021-11-18,-44,Maryland,21I,3
2021-11-10,-52,South Carolina,21J,33
2021-11-18,-44,South Dakota,21A,1
2021-10-23,-70,Oklahoma,21J,20
2021-10-06,-87,Iowa,21I,1
2021-10-15,-78,Washington DC,21J,9
2021-11-30,-32,California,21J,863
2021-10-19,-74,Pennsylvania,21I,8
2021-10-20,-73,Arizona,21I,9
2021-10-13,-80,Massachusetts,21I,20
2021-10-15,-78,Wisconsin,21J,117
2021-11-09,-53,Kentucky,21I,4
2021-10-16,-77,Michigan,21J,182
2021-12-16,-16,Louisiana,21I,1
2021-10-18,-75,Washington,21J,180
2021-11-20,-42,Louisiana,21J,4
2021-11-18,-44,Texas,21A,3
2021-10-14,-79,Montana,21I,1
2021-12-10,-22,Texas,other,1
2021-10-08,-85,Massachusetts,21J,406
2021-11-08,-54,Minnesota,21I,13
2021-11-20,-42,Idaho,21J,16
2021-10-13,-80,New York,21A,4
2021-11-01,-61,Washington,21A,1
2021-11-11,-51,Georgia,21I,2
2021-11-18,-44,Colorado,21J,319
2021-11-07,-55,Oregon,21I,1
2021-11-08,-54,Alaska,21A,3
2021-11-26,-36,Alaska,21J,5
2021-11-30,-32,Utah,21J,31
2021-11-18,-44,Indiana,21I,7
2021-10-29,-64,Maryland,21J,61
2021-11-28,-34,New York,21I,1
2021-12-13,-19,Massachusetts,21K,20
2021-10-07,-86,Washington,21I,7
2021-11-02,-60,Pennsylvania,other,2
2021-12-07,-25,New Hampshire,other,1
2021-12-03,-29,West Virginia,21J,59
2021-12-09,-23,West Virginia,21A,1
2021-10-19,-74,Delaware,21A,1
2021-10-27,-66,Washington DC,21I,2
2021-10-23,-70,Washington,21J,67
2021-11-09,-53,California,21J,899
2021-12-01,-31,California,21K,1
2021-12-08,-24,California,21I,26
2021-10-12,-81,Maryland,21J,122
2021-12-02,-30,Arizona,21J,37
2021-10-29,-64,Oregon,21I,2
2021-11-15,-47,Minnesota,other,1
2021-11-26,-36,North Carolina,21I,3
2021-11-02,-60,Nevada,21I,7
2021-12-10,-22,Washington,21I,8
2021-12-09,-23,Washington,21K,18
2021-10-21,-72,Louisiana,21I,1
2021-10-26,-67,Nevada,21J,61
2021-12-14,-18,Alabama,21K,3
2021-11-08,-54,Massachusetts,21A,4
2021-11-03,-59,Oregon,21I,4
2021-10-16,-77,Virginia,21J,13
2021-10-17,-76,Colorado,21I,5
2021-11-03,-59,Oregon,21A,1
2021-11-16,-46,Indiana,21I,4
2021-11-18,-44,Rhode Island,21I,1
2021-10-20,-73,Washington DC,21J,9
2021-12-17,-15,Alabama,21K,9
2021-11-24,-38,Washington,21J,101
2021-10-05,-88,Colorado,other,3
2021-11-18,-44,Arizona,21A,1
2021-12-06,-26,North Carolina,21I,5
2021-10-13,-80,Utah,21A,1
2021-11-21,-41,Hawaii,21J,2
2021-11-27,-35,Maryland,21I,2
2021-11-20,-42,West Virginia,21J,50
2021-11-05,-57,Georgia,other,1
2021-11-20,-42,Michigan,other,4
2021-11-17,-45,Montana,21J,6
2021-12-15,-17,Ohio,21J,65
2021-12-21,-11,California,21J,280
2021-10-29,-64,Minnesota,21J,486
2021-12-12,-20,Massachusetts,21I,6
2021-10-03,-90,Connecticut,21J,31
2021-11-17,-45,Oklahoma,21J,27
2021-11-23,-39,Oregon,21A,1
2021-12-08,-24,California,21A,3
2021-10-28,-65,Iowa,21I,2
2021-11-07,-55,Wisconsin,21I,7
2021-12-01,-31,Nebraska,other,1
2021-11-18,-44,Minnesota,other,1
2021-11-18,-44,Alaska,21J,46
2021-11-04,-58,Louisiana,21J,14
2021-10-15,-78,Rhode Island,21J,50
2021-11-17,-45,Michigan,21A,2
2021-11-01,-61,Pennsylvania,21I,4
2021-10-29,-64,Delaware,21J,21
2021-12-08,-24,Texas,21I,3
2021-10-12,-81,Virginia,21J,86
2021-12-07,-25,New York,21K,56
2021-11-29,-33,Illinois,other,1
2021-10-27,-66,Colorado,21A,8
2021-10-10,-83,Indiana,other,1
2021-12-01,-31,Tennessee,21J,12
2021-10-13,-80,Pennsylvania,other,2
2021-10-26,-67,New York,21A,1
2021-10-08,-85,South Carolina,21A,1
2021-10-15,-78,Arizona,21A,5
2021-10-29,-64,Iowa,21J,45
2021-10-07,-86,Michigan,21I,16
2021-12-10,-22,Hawaii,21J,3
2021-11-15,-47,Michigan,21J,412
2021-11-19,-43,Connecticut,21A,2
2021-12-18,-14,Montana,21K,1
2021-10-16,-77,Nebraska,21A,1
2021-11-28,-34,Ohio,21I,2
2021-10-28,-65,Arkansas,21J,22
2021-11-09,-53,Montana,21I,1
2021-10-05,-88,Mississippi,21A,1
2021-10-11,-82,Wisconsin,21I,4
2021-10-30,-63,New Hampshire,21I,2
2021-11-19,-43,Florida,other,2
2021-11-04,-58,Pennsylvania,other,3
2021-11-09,-53,Hawaii,21I,1
2021-11-09,-53,Louisiana,other,2
2021-10-13,-80,Georgia,21J,92
2021-10-29,-64,Texas,other,5
2021-11-23,-39,Virginia,21I,4
2021-11-15,-47,West Virginia,21J,123
2021-10-23,-70,Indiana,21I,5
2021-10-03,-90,Rhode Island,21A,2
2021-10-30,-63,California,21J,602
2021-10-22,-71,New Mexico,21I,8
2021-11-10,-52,Maine,21J,0
2021-11-03,-59,Kansas,other,1
2021-10-17,-76,Kentucky,21J,20
2021-12-06,-26,Alabama,21I,2
2021-10-12,-81,Puerto Rico,21J,3
2021-12-18,-14,New York,21K,37
2021-10-03,-90,Indiana,21J,114
2021-10-25,-68,Vermont,21J,146
2021-12-11,-21,North Carolina,21I,2
2021-11-14,-48,Massachusetts,21A,3
2021-11-21,-41,Oklahoma,21J,7
2021-11-17,-45,Colorado,21A,3
2021-12-11,-21,Arizona,21K,2
2021-10-26,-67,Pennsylvania,21J,175
2021-12-10,-22,California,21K,4
2021-10-03,-90,Missouri,21A,1
2021-11-01,-61,Connecticut,21J,54
2021-10-11,-82,Maine,21I,0
2021-12-17,-15,Mississippi,21I,1
2021-11-21,-41,Nevada,21J,27
2021-11-18,-44,New Jersey,21I,4
2021-12-02,-30,Wyoming,21J,4
2021-10-04,-89,Alabama,21J,28
2021-10-19,-74,South Carolina,21I,6
2021-12-11,-21,Iowa,21J,4
2021-10-24,-69,Illinois,21I,3
2021-11-03,-59,Wisconsin,21J,168
2021-11-28,-34,Massachusetts,21I,23
2021-10-06,-87,Alabama,other,1
2021-10-14,-79,Nevada,21I,1
2021-11-02,-60,New Mexico,21I,3
2021-11-22,-40,West Virginia,21J,52
2021-11-15,-47,Colorado,21I,5
2021-12-03,-29,Arizona,21I,1
2021-10-20,-73,Idaho,other,1
2021-10-06,-87,Wisconsin,21I,7
2021-10-19,-74,North Carolina,21A,1
2021-11-13,-49,Delaware,21J,16
2021-11-26,-36,California,21K,1
2021-11-17,-45,Louisiana,21I,1
2021-11-01,-61,West Virginia,21I,3
2021-11-06,-56,Alaska,21A,1
2021-10-11,-82,Colorado,21I,10
2021-11-08,-54,Colorado,other,4
2021-11-14,-48,Missouri,21J,29
2021-11-12,-50,Washington,21A,2
2021-11-29,-33,Minnesota,21J,1002
2021-11-10,-52,Arizona,21I,8
2021-11-23,-39,Louisiana,21J,15
2021-10-19,-74,Alabama,21J,16
2021-10-24,-69,Texas,21J,154
2021-11-11,-51,Minnesota,21J,503
2021-10-04,-89,Illinois,21J,114
2021-10-10,-83,Florida,21J,145
2021-12-02,-30,Vermont,21J,195
2021-11-10,-52,Iowa,21J,56
2021-10-18,-75,Virginia,21I,8
2021-12-08,-24,Hawaii,21J,2
2021-11-24,-38,Virginia,21K,1
2021-11-05,-57,Massachusetts,21I,22
2021-11-14,-48,Maryland,21I,2
2021-10-28,-65,Mississippi,21J,9
2021-10-21,-72,Ohio,21I,9
2021-10-19,-74,Pennsylvania,21A,3
2021-10-30,-63,Utah,21I,2
2021-12-13,-19,Maryland,21K,50
2021-10-07,-86,Kansas,21I,2
2021-11-16,-46,Michigan,other,4
2021-11-05,-57,New Jersey,21J,150
2021-12-01,-31,Washington,21I,2
2021-10-21,-72,Nebraska,21I,2
2021-11-27,-35,Minnesota,21J,774
2021-11-02,-60,South Dakota,21I,1
2021-10-11,-82,West Virginia,21J,103
2021-12-11,-21,West Virginia,21J,51
2021-11-03,-59,North Carolina,other,2
2021-11-10,-52,Indiana,21J,143
2021-10-06,-87,Alaska,21A,1
2021-10-29,-64,Alaska,21J,19
2021-11-13,-49,Vermont,21I,5
2021-10-12,-81,Wyoming,21J,14
2021-10-07,-86,Connecticut,21I,1
2021-12-17,-15,Missouri,21J,36
2021-10-31,-62,Tennessee,21J,43
2021-12-06,-26,Oklahoma,21J,10
2021-11-16,-46,Michigan,21A,2
2021-12-08,-24,Michigan,21K,2
2021-10-26,-67,Maryland,21I,4
2021-11-02,-60,New Jersey,21J,83
2021-11-11,-51,Indiana,21J,139
2021-12-10,-22,West Virginia,21I,4
2021-10-27,-66,West Virginia,21A,3
2021-10-15,-78,Idaho,21I,4
2021-11-11,-51,New Hampshire,21J,53
2021-11-12,-50,Wisconsin,21I,5
2021-10-09,-84,Louisiana,21J,11
2021-11-30,-32,Washington,21K,1
2021-11-21,-41,Louisiana,other,2
2021-11-09,-53,Alaska,21J,31
2021-11-02,-60,Arizona,21I,4
2021-10-13,-80,Indiana,21A,2
2021-11-11,-51,Iowa,other,1
2021-12-15,-17,Maryland,21I,2
2021-10-30,-63,New Jersey,21I,9
2021-10-18,-75,Kentucky,21J,60
2021-10-18,-75,Maine,21J,0
2021-11-26,-36,Louisiana,21J,7
2021-11-16,-46,Oklahoma,21I,2
2021-11-24,-38,Ohio,other,2
2021-10-18,-75,Oregon,other,2
2021-10-26,-67,Louisiana,21J,11
2021-10-19,-74,Vermont,21J,87
2021-11-19,-43,Tennessee,21J,45
2021-10-25,-68,Minnesota,21I,19
2021-12-18,-14,Indiana,21K,3
2021-12-04,-28,Florida,21I,2
2021-11-23,-39,Missouri,21J,39
2021-12-17,-15,Maryland,21I,3
2021-12-09,-23,Pennsylvania,21J,218
2021-11-09,-53,New York,other,1
2021-11-08,-54,Indiana,21I,5
2021-11-28,-34,New Jersey,21J,58
2021-12-02,-30,Maine,21J,0
2021-10-13,-80,New Mexico,21I,4
2021-11-19,-43,Florida,21A,1
2021-12-17,-15,Iowa,21J,13
2021-12-16,-16,New Mexico,21K,3
2021-11-13,-49,Ohio,other,5
2021-12-03,-29,Maryland,21K,3
2021-10-30,-63,Wyoming,21J,3
2021-11-10,-52,Illinois,other,4
2021-12-18,-14,Texas,21J,3
2021-10-18,-75,Ohio,21A,1
2021-10-18,-75,Hawaii,21J,2
2021-11-27,-35,Virginia,21J,37
2021-10-09,-84,West Virginia,21A,2
2021-10-21,-72,Kansas,21J,51
2021-10-04,-89,New Mexico,21J,55
2021-12-11,-21,Georgia,21K,13
2021-12-05,-27,Colorado,21J,8
2021-12-15,-17,Iowa,21J,3
2021-10-12,-81,Iowa,21I,1
2021-10-06,-87,Indiana,21I,13
2021-12-12,-20,Washington,21K,4
2021-10-20,-73,Michigan,21J,224
2021-10-06,-87,California,21J,706
2021-10-05,-88,North Dakota,21I,1
2021-10-16,-77,Massachusetts,21A,3
2021-10-29,-64,Wyoming,21J,6
2021-12-07,-25,Minnesota,other,2
2021-10-23,-70,Rhode Island,21A,1
2021-12-05,-27,Maryland,21J,10
2021-12-14,-18,Massachusetts,other,1
2021-11-18,-44,Maine,21I,0
2021-10-23,-70,Texas,21I,24
2021-11-04,-58,Washington,21J,75
2021-11-29,-33,Virginia,21J,59
2021-11-10,-52,Ohio,21A,1
2021-10-14,-79,Tennessee,21I,6
2021-12-22,-10,California,other,1
2021-11-06,-56,Colorado,21J,113
2021-12-05,-27,California,21J,217
2021-10-15,-78,Hawaii,21J,11
2021-10-14,-79,Indiana,21J,97
2021-11-06,-56,Arizona,21J,126
2021-10-14,-79,Nevada,21A,2
2021-12-17,-15,Connecticut,21K,15
2021-11-28,-34,Kentucky,21J,29
2021-11-04,-58,New Mexico,21J,89
2021-10-20,-73,Illinois,21I,6
2021-11-29,-33,Ohio,21I,6
2021-11-16,-46,New Mexico,21I,4
2021-11-04,-58,New York,other,2
2021-10-08,-85,Kentucky,21I,2
2021-10-16,-77,Arizona,21I,5
2021-12-05,-27,California,21A,1
2021-11-12,-50,Florida,21A,2
2021-10-14,-79,Arizona,21I,6
2021-11-13,-49,North Carolina,21J,92
2021-10-15,-78,California,21J,686
2021-11-10,-52,Tennessee,21A,1
2021-10-19,-74,Utah,21A,3
2021-10-07,-86,Colorado,21J,345
2021-11-18,-44,North Carolina,21J,83
2021-10-30,-63,Georgia,21I,4
2021-10-13,-80,Oklahoma,other,1
2021-10-09,-84,Texas,21J,230
2021-10-09,-84,Arkansas,21J,5
2021-11-17,-45,Utah,21J,46
2021-10-16,-77,Idaho,other,1
2021-10-14,-79,Colorado,21J,230
2021-11-21,-41,Louisiana,21J,1
2021-12-22,-10,California,21I,7
2021-12-01,-31,Missouri,21I,1
2021-10-04,-89,Pennsylvania,other,1
2021-10-08,-85,Oklahoma,21I,4
2021-10-08,-85,Arizona,21I,7
2021-11-30,-32,California,21I,27
2021-11-10,-52,Florida,21A,4
2021-11-03,-59,West Virginia,21I,6
2021-10-25,-68,Kansas,21I,2
2021-11-06,-56,South Dakota,21J,5
2021-11-19,-43,Delaware,21J,12
2021-11-29,-33,Iowa,21J,47
2021-11-28,-34,West Virginia,21I,1
2021-12-01,-31,Maryland,21I,1
2021-11-15,-47,Ohio,other,2
2021-11-06,-56,South Carolina,21I,2
2021-10-25,-68,New Jersey,21J,84
2021-11-06,-56,Texas,other,1
2021-10-30,-63,New York,21J,74
2021-11-16,-46,New Hampshire,21A,1
2021-11-16,-46,Arkansas,21J,25
2021-11-04,-58,Virginia,21I,4
2021-12-18,-14,Washington,21K,43
2021-10-15,-78,Wisconsin,other,1
2021-11-30,-32,California,21K,2
2021-11-29,-33,Colorado,21K,1
2021-10-11,-82,Nevada,21I,2
2021-10-31,-62,Arizona,21J,136
2021-11-03,-59,New York,21J,216
2021-11-21,-41,North Dakota,21J,3
2021-10-12,-81,North Carolina,21J,149
2021-10-23,-70,Nebraska,21J,22
2021-10-18,-75,Nebraska,21I,5
2021-12-08,-24,Oregon,21K,1
2021-10-04,-89,Kansas,other,1
2021-11-22,-40,Colorado,21I,3
2021-10-04,-89,Hawaii,21I,1
2021-10-31,-62,North Carolina,21J,37
2021-12-01,-31,Nebraska,21J,25
2021-12-04,-28,Ohio,21A,1
2021-11-27,-35,Tennessee,21J,43
2021-11-22,-40,Montana,21J,12
2021-12-15,-17,West Virginia,21J,59
2021-12-08,-24,Maryland,21K,10
2021-11-04,-58,Wyoming,21I,1
2021-11-15,-47,Iowa,21J,45
2021-12-10,-22,Vermont,21I,2
2021-12-14,-18,Rhode Island,21I,2
2021-11-01,-61,Wisconsin,21J,189
2021-11-10,-52,Connecticut,21I,1
2021-10-29,-64,Arizona,other,2
2021-10-20,-73,Ohio,other,1
2021-12-03,-29,West Virginia,21I,1
2021-11-26,-36,New York,21J,173
2021-11-03,-59,North Dakota,21J,17
2021-10-03,-90,West Virginia,21A,1
2021-12-01,-31,Rhode Island,21J,45
2021-12-18,-14,Hawaii,21K,6
2021-11-09,-53,Alabama,21J,1
2021-11-30,-32,New York,21A,2
2021-11-02,-60,Texas,21J,134
2021-11-08,-54,Utah,21J,63
2021-10-18,-75,Michigan,other,1
2021-10-28,-65,New Hampshire,21J,40
2021-10-21,-72,California,other,3
2021-11-11,-51,Michigan,21J,392
2021-11-22,-40,Oregon,21A,2
2021-11-08,-54,Pennsylvania,21J,158
2021-10-05,-88,Virginia,21A,3
2021-10-25,-68,Arizona,21A,4
2021-11-12,-50,North Carolina,21I,4
2021-10-22,-71,Massachusetts,21A,2
2021-12-19,-13,West Virginia,21K,3
2021-11-01,-61,Georgia,other,1
2021-10-04,-89,Illinois,21I,12
2021-11-10,-52,Arizona,other,2
2021-11-14,-48,Virginia,21J,13
2021-11-08,-54,Ohio,other,2
2021-11-24,-38,Colorado,21J,615
2021-10-31,-62,Colorado,21A,5
2021-11-20,-42,Arkansas,21I,1
2021-12-20,-12,Connecticut,21J,4
2021-12-20,-12,New York,21K,32
2021-12-10,-22,Washington DC,21K,7
2021-11-27,-35,Wisconsin,21J,66
2021-11-21,-41,Arizona,21I,2
2021-10-19,-74,Arizona,21A,5
2021-10-17,-76,Idaho,21J,23
2021-10-18,-75,Nevada,21J,59
2021-12-09,-23,California,21I,32
2021-11-16,-46,New Hampshire,21J,80
2021-12-09,-23,Tennessee,21J,60
2021-11-18,-44,Montana,21J,10
2021-11-04,-58,Tennessee,21A,2
2021-12-11,-21,Kentucky,21J,35
2021-11-30,-32,Indiana,21J,105
2021-11-23,-39,Iowa,21J,38
2021-10-22,-71,Illinois,21I,4
2021-10-16,-77,Missouri,other,2
2021-10-25,-68,New York,21J,150
2021-11-23,-39,Rhode Island,21A,1
2021-12-05,-27,Ohio,21K,2
2021-11-08,-54,Kentucky,other,1
2021-10-20,-73,New York,21I,10
2021-10-04,-89,Maryland,21J,165
2021-12-10,-22,South Dakota,21J,7
2021-11-04,-58,Nebraska,21J,48
2021-10-15,-78,Utah,21A,4
2021-10-08,-85,Florida,other,4
2021-11-21,-41,Kansas,21I,1
2021-10-04,-89,Maryland,21A,1
2021-10-13,-80,Oregon,21J,63
2021-11-10,-52,Washington,21I,5
2021-11-16,-46,Minnesota,21I,15
2021-11-16,-46,Minnesota,21J,715
2021-12-16,-16,Washington,21J,52
2021-12-14,-18,Illinois,21K,84
2021-12-21,-11,Arizona,21K,7
2021-10-03,-90,Louisiana,21I,2
2021-10-18,-75,New Jersey,21I,11
2021-12-11,-21,New Hampshire,21I,1
2021-11-19,-43,Washington,21J,113
2021-11-24,-38,West Virginia,21A,1
2021-10-21,-72,Michigan,21J,287
2021-10-16,-77,Iowa,21J,26
2021-10-28,-65,Utah,21J,40
2021-11-05,-57,South Carolina,21J,43
2021-10-26,-67,Utah,21I,6
2021-10-05,-88,Michigan,21A,5
2021-11-29,-33,North Carolina,21J,63
2021-11-02,-60,New Hampshire,21I,1
2021-11-29,-33,Pennsylvania,21I,7
2021-10-18,-75,Montana,21I,3
2021-11-16,-46,Hawaii,21J,3
2021-10-15,-78,Kansas,other,2
2021-11-18,-44,Kansas,21A,1
2021-11-22,-40,Iowa,21J,44
2021-11-21,-41,Illinois,21J,111
2021-11-29,-33,Louisiana,21I,1
2021-11-05,-57,Michigan,other,8
2021-10-30,-63,South Dakota,21J,6
2021-10-27,-66,Illinois,other,1
2021-12-18,-14,Illinois,21J,1
2021-11-14,-48,Indiana,21I,3
2021-10-14,-79,Kansas,21I,1
2021-11-27,-35,Pennsylvania,21I,3
2021-10-07,-86,Tennessee,21A,1
2021-11-09,-53,California,other,5
2021-11-08,-54,Wyoming,21J,11
2021-11-07,-55,South Carolina,other,1
2021-11-10,-52,New York,21A,4
2021-10-16,-77,Maryland,21I,4
2021-10-27,-66,Maryland,21A,1
2021-10-29,-64,Montana,21J,23
2021-10-18,-75,Utah,21I,3
2021-11-03,-59,Utah,other,1
2021-11-27,-35,Hawaii,21J,3
2021-12-14,-18,Georgia,21K,93
2021-10-14,-79,Arkansas,21I,6
2021-10-06,-87,Pennsylvania,21A,2
2021-10-30,-63,New Hampshire,21J,47
2021-10-06,-87,Washington,21J,120
2021-11-15,-47,New Hampshire,21I,3
2021-10-15,-78,South Carolina,21I,4
2021-10-10,-83,Kentucky,21J,27
2021-12-14,-18,South Carolina,21I,3
2021-11-24,-38,Wyoming,21J,2
2021-10-22,-71,Vermont,21I,9
2021-10-22,-71,Indiana,other,1
2021-10-20,-73,Colorado,other,2
2021-10-05,-88,Florida,21I,18
2021-12-18,-14,Washington,21J,23
2021-11-05,-57,West Virginia,21A,5
2021-11-05,-57,Colorado,21J,376
2021-10-27,-66,Minnesota,21I,23
2021-10-28,-65,North Carolina,other,1
2021-10-12,-81,New York,21I,6
2021-11-18,-44,Pennsylvania,other,3
2021-11-27,-35,New Hampshire,21I,2
2021-11-05,-57,Arizona,21A,2
2021-10-09,-84,Washington,21A,2
2021-10-13,-80,Tennessee,21A,1
2021-12-11,-21,Michigan,other,3
2021-10-29,-64,Oregon,21J,83
2021-12-04,-28,Arizona,21J,81
2021-11-16,-46,Illinois,21J,262
2021-10-31,-62,Hawaii,21J,2
2021-10-30,-63,Missouri,21J,62
2021-10-17,-76,Minnesota,21J,98
2021-10-16,-77,Indiana,21I,5
2021-11-06,-56,North Carolina,21I,5
2021-10-22,-71,Maine,21J,0
2021-10-24,-69,Colorado,21A,5
2021-10-17,-76,California,21A,4
2021-11-17,-45,Minnesota,21A,1
2021-10-28,-65,Nevada,21I,3
2021-10-05,-88,Tennessee,21I,20
2021-10-28,-65,Florida,other,3
2021-11-04,-58,New Jersey,21J,163
2021-10-05,-88,Minnesota,21A,2
2021-10-22,-71,New York,21J,167
2021-11-20,-42,Kentucky,21A,1
2021-10-27,-66,Missouri,21J,66
2021-10-04,-89,Idaho,21J,57
2021-12-05,-27,California,21I,5
2021-11-17,-45,California,21I,25
2021-11-09,-53,Utah,other,1
2021-10-12,-81,Wisconsin,21J,144
2021-11-28,-34,Florida,21J,67
2021-11-24,-38,Rhode Island,21A,1
2021-10-12,-81,Tennessee,21A,1
2021-12-18,-14,Georgia,21K,42
2021-10-23,-70,South Carolina,21I,5
2021-10-28,-65,Tennessee,21A,1
2021-10-09,-84,Kentucky,21A,1
2021-10-07,-86,New York,21J,120
2021-11-23,-39,New Jersey,21I,1
2021-11-15,-47,Indiana,other,2
2021-11-22,-40,New York,21I,3
2021-11-22,-40,Mississippi,21J,3
2021-10-25,-68,Illinois,21J,122
2021-11-28,-34,Michigan,21J,142
2021-12-06,-26,Michigan,21I,4
2021-11-13,-49,Pennsylvania,other,1
2021-11-23,-39,Illinois,21J,206
2021-12-16,-16,Alabama,21J,3
2021-11-24,-38,Wisconsin,21I,4
2021-12-12,-20,Delaware,21J,6
2021-12-09,-23,Connecticut,21I,1
2021-10-27,-66,Nevada,21I,4
2021-11-17,-45,Ohio,21I,17
2021-10-04,-89,Florida,other,4
2021-12-02,-30,Florida,21K,4
2021-11-12,-50,Georgia,other,1
