date,fd_offset,division,lineage,count
2021-11-01,-61,Louisiana,21J,11
2021-11-28,-34,Missouri,21J,44
2021-10-11,-82,Kansas,21I,1
2021-10-29,-64,Maryland,21I,2
2021-11-17,-45,Wisconsin,21J,221
2021-12-07,-25,West Virginia,21I,3
2021-10-14,-79,Texas,21J,190
2021-10-31,-62,Illinois,21I,3
2021-11-11,-51,New Mexico,21I,1
2021-10-27,-66,Puerto Rico,21J,5
2021-12-08,-24,North Carolina,21I,5
2021-11-22,-40,Kansas,21J,38
2021-11-25,-37,Rhode Island,21J,13
2021-10-05,-88,Mississippi,21J,32
2021-10-30,-63,North Carolina,other,1
2021-11-07,-55,Minnesota,21I,5
2021-10-13,-80,Massachusetts,21J,410
2021-11-13,-49,Connecticut,21A,3
2021-12-04,-28,Georgia,21A,1
2021-11-30,-32,Missouri,21I,2
2021-10-09,-84,Alaska,21A,1
2021-12-07,-25,Nevada,21K,1
2021-10-15,-78,New York,21A,2
2021-12-03,-29,Ohio,21J,44
2021-11-12,-50,South Carolina,21J,29
2021-12-14,-18,Pennsylvania,other,2
2021-10-23,-70,California,21J,486
2021-12-13,-19,Washington,21K,91
2021-12-09,-23,California,21K,3
2021-12-10,-22,Oklahoma,21J,5
2021-11-16,-46,Alabama,21J,9
2021-12-13,-19,Montana,21J,1
2021-11-08,-54,Montana,21J,7
2021-10-31,-62,Alaska,21A,1
2021-10-07,-86,Ohio,21A,4
2021-11-03,-59,Illinois,other,2
2021-10-25,-68,Arizona,21I,10
2021-12-12,-20,Florida,21K,46
2021-11-07,-55,New Jersey,21J,106
2021-10-22,-71,Idaho,21I,2
2021-10-29,-64,Louisiana,21A,1
2021-10-26,-67,Arizona,21J,130
2021-12-02,-30,Massachusetts,other,1
2021-12-11,-21,North Carolina,21K,3
2021-11-29,-33,Illinois,21J,228
2021-10-19,-74,Florida,21I,3
2021-10-08,-85,Michigan,21J,263
2021-12-14,-18,Nebraska,21J,18
2021-11-15,-47,South Dakota,21J,19
2021-12-08,-24,Ohio,21J,148
2021-11-02,-60,Puerto Rico,21J,5
2021-10-10,-83,Utah,other,1
2021-12-06,-26,Washington,21A,3
2021-11-21,-41,Indiana,21I,4
2021-10-04,-89,Georgia,21I,15
2021-10-15,-78,Nevada,21J,77
2021-11-02,-60,Maryland,21I,8
2021-11-27,-35,Arizona,21A,2
2021-11-24,-38,California,21J,654
2021-10-31,-62,Indiana,21A,1
2021-12-06,-26,Colorado,21I,2
2021-11-26,-36,Colorado,21J,682
2021-10-30,-63,Arizona,other,2
2021-12-15,-17,South Carolina,21J,13
2021-12-04,-28,Pennsylvania,21K,1
2021-11-21,-41,Missouri,other,1
2021-10-08,-85,Wyoming,21I,1
2021-11-17,-45,Arizona,21I,4
2021-12-10,-22,Arizona,21K,4
2021-11-04,-58,California,other,4
2021-12-13,-19,Delaware,21I,1
2021-11-26,-36,Florida,21I,1
2021-12-13,-19,Maine,21J,0
2021-10-30,-63,Michigan,21I,13
2021-10-12,-81,Kentucky,21J,27
2021-12-12,-20,Maryland,21K,3
2021-12-05,-27,Nebraska,21J,4
2021-12-09,-23,Ohio,21K,15
2021-10-07,-86,Utah,21J,45
2021-11-11,-51,Missouri,21J,48
2021-11-16,-46,Ohio,other,3
2021-10-05,-88,Vermont,21I,4
2021-10-23,-70,Texas,21J,248
2021-10-15,-78,North Carolina,other,1
2021-11-12,-50,Indiana,21J,127
2021-10-08,-85,Oklahoma,21J,42
2021-11-21,-41,Texas,21J,98
2021-11-05,-57,Montana,21I,1
2021-12-05,-27,Minnesota,21K,5
2021-10-18,-75,North Dakota,21J,4
2021-11-18,-44,Texas,other,1
2021-10-30,-63,North Carolina,21I,2
2021-12-02,-30,Illinois,21K,4
2021-10-04,-89,New Jersey,21I,5
2021-11-25,-37,Connecticut,21J,15
2021-12-17,-15,Texas,other,1
2021-10-15,-78,Kentucky,21J,43
2021-10-31,-62,California,21A,1
2021-10-15,-78,Ohio,other,1
2021-10-29,-64,Nevada,21J,53
2021-11-24,-38,Colorado,21A,7
2021-12-10,-22,Colorado,21K,4
2021-11-14,-48,Colorado,21J,348
2021-11-22,-40,Maine,21I,0
2021-11-09,-53,New Jersey,21I,3
2021-10-18,-75,Arkansas,21J,48
2021-11-20,-42,Virginia,21J,19
2021-10-08,-85,Alaska,21J,17
2021-11-06,-56,Indiana,21I,6
2021-11-25,-37,Arizona,21J,4
2021-12-09,-23,Kansas,21J,14
2021-12-01,-31,Maryland,21J,99
2021-12-14,-18,Indiana,21K,7
2021-11-19,-43,Texas,other,4
2021-10-08,-85,Tennessee,21A,2
2021-10-17,-76,Wyoming,21J,5
2021-10-13,-80,New Jersey,21I,15
2021-10-30,-63,Pennsylvania,21I,10
2021-10-22,-71,Texas,other,3
2021-11-17,-45,Massachusetts,21J,621
2021-11-15,-47,Delaware,21J,22
2021-11-04,-58,Kentucky,21J,41
2021-10-11,-82,New Jersey,21I,15
2021-11-10,-52,New Jersey,other,3
2021-12-16,-16,Texas,21J,33
2021-11-09,-53,New Mexico,21I,6
2021-10-08,-85,Kentucky,21J,53
2021-10-22,-71,Arizona,21A,4
2021-11-19,-43,New York,21J,222
2021-12-02,-30,Ohio,21J,133
2021-10-10,-83,Alabama,21J,14
2021-12-11,-21,New Mexico,21J,36
2021-10-27,-66,North Carolina,21J,156
2021-10-29,-64,Pennsylvania,21J,217
2021-10-26,-67,Indiana,21J,88
2021-11-13,-49,Virginia,21I,2
2021-10-14,-79,Georgia,other,2
2021-10-30,-63,South Carolina,21I,2
2021-11-26,-36,New York,other,2
2021-10-14,-79,Florida,21I,18
2021-11-10,-52,Georgia,21J,101
2021-11-30,-32,Texas,21K,1
2021-11-02,-60,Louisiana,21J,11
2021-11-27,-35,New York,other,1
2021-10-07,-86,Indiana,other,1
2021-10-07,-86,Kentucky,21I,5
2021-11-22,-40,New Mexico,21J,144
2021-12-21,-11,New York,21K,34
2021-12-13,-19,California,21K,133
2021-10-26,-67,Massachusetts,21A,2
2021-12-13,-19,Hawaii,21J,1
2021-11-04,-58,Illinois,other,2
2021-11-08,-54,Wisconsin,21A,2
2021-10-13,-80,Maryland,21I,4
2021-10-13,-80,North Carolina,21I,14
2021-10-23,-70,Arkansas,21J,4
2021-11-08,-54,New York,21J,114
2021-10-28,-65,New York,21J,211
2021-11-09,-53,South Dakota,21J,7
2021-11-20,-42,Florida,21I,1
2021-12-13,-19,Oregon,21I,1
2021-11-17,-45,Vermont,21J,136
2021-12-05,-27,Texas,21J,66
2021-10-13,-80,Connecticut,21I,1
2021-11-07,-55,California,21I,7
2021-12-12,-20,North Carolina,other,1
2021-10-21,-72,New Hampshire,21J,16
2021-10-10,-83,Michigan,other,2
2021-12-13,-19,Utah,21J,8
2021-12-09,-23,New York,other,8
2021-11-05,-57,Rhode Island,21I,1
2021-10-14,-79,Wisconsin,other,2
2021-11-19,-43,Maryland,21J,113
2021-10-09,-84,Montana,21I,1
2021-12-23,-9,California,21K,23
2021-10-10,-83,Connecticut,21I,1
2021-10-17,-76,New Mexico,21J,15
2021-12-08,-24,Arizona,21I,1
2021-11-20,-42,Washington DC,21J,7
2021-11-17,-45,Minnesota,21J,639
2021-10-18,-75,Rhode Island,21I,1
2021-10-28,-65,Maryland,21A,2
2021-11-07,-55,Kentucky,21J,30
2021-10-19,-74,Minnesota,21J,496
2021-10-25,-68,Texas,other,3
2021-11-26,-36,Massachusetts,21A,1
2021-10-12,-81,Kentucky,21I,1
2021-12-13,-19,Nebraska,21J,10
2021-11-03,-59,North Carolina,21I,7
2021-10-07,-86,Arkansas,21I,1
2021-10-06,-87,Kansas,21I,2
2021-10-14,-79,New York,21I,8
2021-11-10,-52,Washington,21J,186
2021-11-23,-39,Ohio,21J,126
2021-12-13,-19,Florida,other,1
2021-12-17,-15,New York,other,1
2021-10-29,-64,Idaho,21J,54
2021-11-18,-44,Connecticut,21I,1
2021-10-08,-85,Maryland,21J,135
2021-12-19,-13,Oregon,21J,4
2021-10-19,-74,Idaho,21J,70
2021-10-24,-69,Massachusetts,other,3
2021-11-14,-48,Arizona,other,2
2021-10-14,-79,Maryland,21A,2
2021-10-06,-87,Oklahoma,21I,2
2021-11-23,-39,Texas,other,1
2021-10-23,-70,Kentucky,21J,29
2021-11-17,-45,Georgia,other,1
2021-11-17,-45,Indiana,other,1
2021-10-31,-62,Missouri,21A,3
2021-11-11,-51,New Mexico,21A,1
2021-10-14,-79,Ohio,21A,1
2021-12-08,-24,New Jersey,21K,15
2021-12-07,-25,Texas,21J,70
2021-11-08,-54,North Carolina,21J,95
2021-11-05,-57,Oklahoma,21J,12
2021-11-30,-32,Massachusetts,21J,1525
2021-11-08,-54,Maine,21J,0
2021-10-05,-88,Alabama,21J,52
2021-11-18,-44,Colorado,other,3
2021-10-22,-71,Georgia,21I,8
2021-11-20,-42,Arizona,other,2
2021-10-21,-72,Iowa,other,1
2021-10-11,-82,Louisiana,21J,19
2021-10-15,-78,Michigan,21J,232
2021-11-06,-56,Nevada,21J,51
2021-11-04,-58,Colorado,other,3
2021-12-17,-15,North Carolina,21K,24
2021-11-02,-60,Mississippi,21J,6
2021-10-05,-88,Utah,other,1
2021-10-04,-89,Virginia,21A,1
2021-10-09,-84,Hawaii,21A,1
2021-10-16,-77,New Mexico,21J,25
2021-10-27,-66,Arizona,other,1
2021-12-22,-10,New York,21K,1
2021-10-19,-74,Alabama,21I,2
2021-11-18,-44,New Jersey,21J,84
2021-10-26,-67,Maine,21J,0
2021-12-13,-19,Louisiana,21K,13
2021-10-07,-86,Louisiana,21J,10
2021-12-07,-25,Oregon,21J,34
2021-12-09,-23,Tennessee,21K,1
2021-11-07,-55,California,21A,3
2021-12-06,-26,West Virginia,21A,1
2021-12-09,-23,South Dakota,21J,10
2021-10-13,-80,Idaho,21I,2
2021-10-27,-66,Hawaii,21A,1
2021-11-05,-57,New Hampshire,21J,61
2021-12-17,-15,Puerto Rico,21K,24
2021-11-29,-33,Arizona,21A,3
2021-10-14,-79,North Carolina,21I,16
2021-10-10,-83,Maryland,21J,66
2021-10-19,-74,New Mexico,21I,2
2021-11-27,-35,Nevada,21J,62
2021-10-25,-68,South Carolina,other,1
2021-10-14,-79,New Jersey,21J,160
2021-12-17,-15,Mississippi,21J,1
2021-11-21,-41,Virginia,21J,7
2021-11-23,-39,Illinois,21I,6
2021-11-28,-34,New Hampshire,21A,1
2021-10-17,-76,South Carolina,21I,3
2021-12-17,-15,Georgia,21J,17
2021-10-11,-82,Alaska,21A,7
2021-10-18,-75,Hawaii,21I,1
2021-10-15,-78,Virginia,21A,2
2021-10-06,-87,Idaho,21A,2
2021-10-08,-85,Michigan,21I,10
2021-12-14,-18,Texas,21K,96
2021-10-22,-71,Indiana,21J,101
2021-10-06,-87,Vermont,21I,3
2021-11-04,-58,Nevada,21A,1
2021-12-08,-24,Vermont,21A,24
2021-12-16,-16,Texas,21I,2
2021-10-03,-90,Arizona,21A,1
2021-10-18,-75,South Carolina,21J,80
2021-11-17,-45,Pennsylvania,21A,1
2021-12-01,-31,Vermont,21A,3
2021-10-07,-86,Delaware,21I,2
2021-10-19,-74,Louisiana,21J,12
2021-11-25,-37,Delaware,21J,6
2021-10-13,-80,Mississippi,21J,8
2021-11-22,-40,Puerto Rico,other,1
2021-11-24,-38,Missouri,21K,1
2021-10-30,-63,New Jersey,21A,1
2021-10-08,-85,Michigan,other,4
2021-11-18,-44,Florida,21J,129
2021-12-10,-22,Michigan,21J,123
2021-10-07,-86,Kansas,21J,32
2021-10-24,-69,West Virginia,21A,2
2021-11-22,-40,Delaware,21J,18
2021-10-23,-70,Kentucky,21I,2
2021-10-20,-73,Utah,21J,49
2021-10-29,-64,Utah,21J,31
2021-10-23,-70,Illinois,21I,4
2021-11-24,-38,Minnesota,21K,1
2021-10-04,-89,Oregon,21A,6
2021-11-12,-50,West Virginia,21I,7
2021-10-09,-84,New York,other,1
2021-11-14,-48,North Carolina,other,1
2021-12-08,-24,Minnesota,other,3
2021-10-27,-66,Utah,21J,41
2021-10-21,-72,Nebraska,21J,50
2021-11-06,-56,New York,21A,2
2021-11-18,-44,New Mexico,21I,2
2021-11-27,-35,Colorado,21A,9
2021-11-10,-52,Idaho,21J,26
2021-10-05,-88,North Dakota,21J,7
2021-12-08,-24,Arizona,21A,3
2021-12-13,-19,Wisconsin,21K,8
2021-10-13,-80,Hawaii,21J,4
2021-12-16,-16,Pennsylvania,21K,48
2021-11-20,-42,Georgia,21I,2
2021-10-12,-81,Arizona,21I,8
2021-11-05,-57,Delaware,21J,14
2021-11-08,-54,Nevada,21I,7
2021-10-06,-87,New York,21I,11
2021-10-20,-73,Alaska,21J,30
2021-11-15,-47,Oklahoma,21J,23
2021-10-12,-81,Florida,21J,134
2021-12-02,-30,North Carolina,21J,62
2021-10-06,-87,Louisiana,other,1
2021-10-13,-80,South Carolina,21I,3
2021-10-30,-63,Hawaii,21J,2
2021-11-05,-57,Vermont,21I,1
2021-10-08,-85,Missouri,21I,3
2021-11-08,-54,New Mexico,21J,148
2021-12-12,-20,New Mexico,21J,40
2021-11-12,-50,Missouri,other,1
2021-10-05,-88,Wyoming,other,1
2021-10-22,-71,Wisconsin,21J,122
2021-11-06,-56,Iowa,21J,24
2021-12-04,-28,Illinois,21I,3
2021-11-19,-43,Nebraska,21I,1
2021-11-27,-35,Georgia,21I,2
2021-10-26,-67,Kentucky,21J,38
2021-12-17,-15,Missouri,21K,6
2021-12-10,-22,New York,21J,146
2021-12-16,-16,New York,21K,110
2021-10-20,-73,Georgia,21I,6
2021-12-21,-11,Maryland,21K,1
2021-10-22,-71,West Virginia,21J,75
2021-10-20,-73,Maryland,21I,10
2021-11-02,-60,Colorado,21I,29
2021-11-29,-33,California,21K,1
2021-10-29,-64,Texas,21I,12
2021-10-21,-72,Wyoming,21A,1
2021-12-17,-15,Missouri,21I,1
2021-10-11,-82,Utah,21A,2
2021-12-05,-27,Maine,21A,0
2021-11-15,-47,Louisiana,21J,8
2021-10-25,-68,Oregon,21I,2
2021-10-04,-89,New Hampshire,21I,8
2021-10-27,-66,Colorado,other,1
2021-12-08,-24,New Jersey,21I,5
2021-10-21,-72,Vermont,21J,81
2021-11-06,-56,Massachusetts,21I,16
2021-11-13,-49,Massachusetts,other,5
2021-12-09,-23,New Mexico,21A,2
2021-12-18,-14,Louisiana,21K,9
2021-11-14,-48,Rhode Island,21J,27
2021-11-28,-34,Connecticut,21I,1
2021-10-31,-62,Arkansas,21J,2
2021-11-15,-47,Massachusetts,21I,31
2021-10-03,-90,Oregon,21J,18
2021-12-16,-16,New York,other,2
2021-12-11,-21,Wisconsin,21J,61
2021-11-09,-53,Alabama,other,1
2021-10-07,-86,Missouri,21J,71
2021-12-10,-22,Arizona,other,1
2021-12-16,-16,Mississippi,21J,5
2021-11-10,-52,West Virginia,21I,5
2021-12-05,-27,Wisconsin,21J,40
2021-12-17,-15,Michigan,21J,66
2021-11-04,-58,Connecticut,21A,1
2021-10-15,-78,Oklahoma,21J,40
2021-11-23,-39,New Hampshire,21A,1
2021-11-05,-57,Hawaii,21J,4
2021-10-10,-83,Florida,21I,24
2021-11-12,-50,California,21A,6
2021-12-15,-17,Louisiana,21K,32
2021-11-21,-41,New York,21I,1
2021-10-14,-79,Massachusetts,21I,22
2021-10-17,-76,Oklahoma,21J,18
2021-11-22,-40,Maryland,21I,1
2021-12-05,-27,Nevada,21I,1
2021-11-12,-50,South Dakota,21J,12
2021-10-11,-82,Delaware,21J,29
2021-11-19,-43,Iowa,21J,29
2021-10-07,-86,Michigan,21J,236
2021-11-06,-56,New Mexico,21A,1
2021-11-19,-43,Arizona,other,3
2021-10-19,-74,Nebraska,21I,1
2021-10-11,-82,Ohio,21A,4
2021-12-01,-31,New York,other,3
2021-12-10,-22,Texas,21J,39
2021-10-10,-83,California,other,1
2021-11-10,-52,Vermont,21J,164
2021-10-26,-67,Washington,21J,118
2021-10-23,-70,Georgia,21J,55
2021-11-02,-60,Vermont,21I,3
2021-10-04,-89,Oklahoma,21J,75
2021-11-28,-34,Delaware,21J,9
2021-12-13,-19,Arkansas,21J,1
2021-11-10,-52,South Carolina,21I,4
2021-11-27,-35,Tennessee,21I,3
2021-11-04,-58,Washington,21I,2
2021-10-22,-71,Michigan,21A,1
2021-11-25,-37,South Carolina,21J,1
2021-10-30,-63,North Carolina,21J,37
2021-10-04,-89,Kentucky,21J,83
2021-11-16,-46,Connecticut,21I,1
2021-11-05,-57,Kansas,21I,3
2021-11-13,-49,Washington,21J,116
2021-11-07,-55,New Mexico,other,1
2021-10-03,-90,Rhode Island,21J,36
2021-10-27,-66,Michigan,21J,269
2021-10-19,-74,Colorado,21J,450
2021-11-02,-60,Ohio,21A,1
2021-11-25,-37,New Mexico,21J,20
2021-11-08,-54,New Mexico,21I,4
2021-10-06,-87,Puerto Rico,21I,1
2021-10-29,-64,West Virginia,21J,97
2021-11-30,-32,Pennsylvania,21I,4
2021-11-10,-52,Wisconsin,21I,8
2021-10-31,-62,Arizona,other,1
2021-12-01,-31,Alaska,21A,1
2021-12-16,-16,West Virginia,21J,26
2021-12-21,-11,Nevada,21J,15
2021-11-24,-38,California,21A,2
2021-10-25,-68,Puerto Rico,21J,6
2021-10-06,-87,Colorado,21J,280
2021-11-05,-57,Michigan,21J,376
2021-12-17,-15,New Mexico,21I,1
2021-12-11,-21,New Hampshire,21J,28
2021-10-22,-71,Vermont,21J,77
2021-10-29,-64,Indiana,21J,89
2021-10-22,-71,Colorado,other,1
2021-10-21,-72,California,21I,62
2021-10-07,-86,Washington DC,21J,25
2021-11-19,-43,Maryland,other,1
2021-11-15,-47,Arizona,21I,16
2021-10-10,-83,Iowa,21J,29
2021-10-05,-88,Alabama,other,1
2021-10-06,-87,Kentucky,21I,4
2021-10-11,-82,Virginia,21I,2
2021-12-06,-26,California,21J,969
2021-11-27,-35,New Jersey,other,1
2021-10-08,-85,Ohio,21I,6
2021-11-09,-53,North Carolina,21J,108
2021-11-24,-38,Washington DC,21J,7
2021-11-13,-49,Florida,21I,1
2021-11-07,-55,Washington,21I,4
2021-11-03,-59,Wyoming,21I,2
2021-12-14,-18,Vermont,21J,69
2021-10-28,-65,Maryland,21I,10
2021-11-03,-59,Minnesota,21I,12
2021-10-25,-68,North Carolina,21I,5
2021-10-04,-89,Michigan,21A,2
2021-10-13,-80,Massachusetts,21A,3
2021-10-17,-76,Massachusetts,21A,2
2021-12-11,-21,Massachusetts,21K,10
2021-10-14,-79,Tennessee,other,1
2021-11-24,-38,Washington,21I,4
2021-11-26,-36,New Hampshire,21I,1
2021-11-03,-59,California,other,2
2021-11-15,-47,Nevada,21A,3
2021-10-24,-69,Pennsylvania,other,1
2021-11-13,-49,Missouri,21A,2
2021-11-03,-59,Arkansas,21J,16
2021-11-02,-60,South Dakota,21J,20
2021-11-15,-47,Texas,21J,149
2021-10-12,-81,New Jersey,other,1
2021-10-05,-88,Wisconsin,21I,3
2021-11-12,-50,Rhode Island,21J,50
2021-11-03,-59,New Jersey,21A,2
2021-10-05,-88,California,21I,64
2021-12-13,-19,Nevada,21K,4
2021-11-07,-55,Maryland,21I,4
2021-10-21,-72,North Dakota,21J,4
2021-10-26,-67,West Virginia,21A,1
2021-10-07,-86,Wyoming,21J,26
2021-11-12,-50,Oregon,21I,2
2021-11-29,-33,Florida,21A,2
2021-10-26,-67,Iowa,21I,1
2021-10-29,-64,Idaho,21I,1
2021-10-12,-81,Iowa,21J,41
2021-10-15,-78,Puerto Rico,21I,1
2021-11-04,-58,Alabama,other,1
2021-10-13,-80,Missouri,21I,4
2021-12-01,-31,New Mexico,21J,119
2021-10-04,-89,Rhode Island,21J,76
2021-10-24,-69,Tennessee,21I,4
2021-10-17,-76,Massachusetts,other,3
2021-11-03,-59,Washington,21A,1
2021-11-25,-37,Ohio,21J,15
2021-11-18,-44,Colorado,21I,6
2021-10-12,-81,Washington,21I,6
2021-11-04,-58,Texas,other,3
2021-10-03,-90,Pennsylvania,21J,46
2021-12-20,-12,Washington,21J,4
2021-12-17,-15,Massachusetts,other,1
2021-10-18,-75,New Jersey,21J,86
2021-12-18,-14,Washington,other,1
2021-12-11,-21,Wisconsin,21K,3
2021-11-15,-47,New York,21I,1
2021-11-23,-39,North Carolina,21I,12
2021-10-24,-69,Kansas,21I,2
2021-12-03,-29,Rhode Island,21J,83
2021-11-14,-48,Texas,21I,5
2021-11-29,-33,Florida,21I,1
2021-10-31,-62,Arizona,21A,2
2021-10-24,-69,Minnesota,21I,4
2021-10-17,-76,Arizona,21I,1
2021-10-25,-68,North Carolina,21J,83
2021-10-12,-81,California,other,2
2021-11-14,-48,Michigan,21J,215
2021-10-27,-66,West Virginia,21I,6
2021-10-21,-72,Maine,21J,0
2021-10-21,-72,Minnesota,21I,16
2021-10-25,-68,New Mexico,21I,9
2021-11-10,-52,Pennsylvania,21I,7
2021-10-10,-83,Pennsylvania,21J,93
2021-11-17,-45,Texas,other,4
2021-11-17,-45,Kansas,21J,48
2021-11-26,-36,Wisconsin,21A,1
2021-10-05,-88,Indiana,21A,3
2021-11-01,-61,Colorado,21J,339
2021-10-06,-87,Ohio,21I,13
2021-11-07,-55,Oregon,21J,21
2021-12-12,-20,Nevada,21J,13
2021-10-06,-87,Utah,21I,3
2021-10-07,-86,Texas,21J,193
2021-10-22,-71,North Dakota,21J,6
2021-11-12,-50,Massachusetts,21J,514
2021-11-04,-58,Hawaii,21J,4
2021-11-24,-38,Massachusetts,21I,6
2021-10-03,-90,Delaware,21J,9
2021-12-11,-21,Tennessee,21K,2
2021-12-09,-23,Georgia,21J,34
2021-10-13,-80,Pennsylvania,21A,1
2021-11-12,-50,Pennsylvania,21I,10
2021-12-06,-26,Puerto Rico,21K,2
2021-10-09,-84,Washington DC,21I,1
2021-10-15,-78,Ohio,21J,144
2021-11-11,-51,New York,21I,9
2021-10-25,-68,Utah,21J,60
2021-11-27,-35,Connecticut,21J,57
2021-10-13,-80,Idaho,21A,2
2021-11-26,-36,Missouri,21J,78
2021-12-17,-15,Virginia,21J,6
2021-10-15,-78,North Dakota,21J,6
2021-10-12,-81,New Jersey,21I,4
2021-12-05,-27,Nevada,21K,2
2021-11-29,-33,Puerto Rico,21J,5
2021-12-09,-23,Kentucky,21J,25
2021-12-02,-30,Virginia,other,1
2021-11-23,-39,California,21A,5
2021-10-16,-77,Kansas,21I,3
2021-11-05,-57,Massachusetts,21J,449
2021-10-03,-90,California,21J,169
2021-11-09,-53,New Mexico,other,4
2021-11-29,-33,Nevada,21I,1
2021-12-04,-28,Rhode Island,21J,40
2021-10-04,-89,Oregon,21I,5
2021-11-20,-42,Rhode Island,21J,24
2021-11-02,-60,Colorado,21J,805
2021-11-23,-39,New York,21I,5
2021-10-12,-81,Kansas,21J,24
2021-10-13,-80,Arizona,21J,122
2021-10-10,-83,Maine,21J,0
2021-10-13,-80,New York,21J,224
2021-10-04,-89,Washington DC,21I,1
2021-12-11,-21,Florida,21J,49
2021-12-02,-30,Tennessee,21J,5
2021-11-01,-61,Alabama,21I,1
2021-11-16,-46,Indiana,21J,186
2021-12-22,-10,Rhode Island,21K,1
2021-12-24,-8,Arizona,21J,3
2021-10-27,-66,Massachusetts,21I,12
2021-11-24,-38,Florida,21J,60
2021-12-02,-30,Hawaii,21A,1
2021-11-08,-54,Ohio,21I,6
2021-12-18,-14,Texas,21K,76
2021-11-15,-47,Wisconsin,21J,219
2021-10-17,-76,Wisconsin,21J,108
2021-10-25,-68,Michigan,21A,2
2021-11-10,-52,Wyoming,21J,6
2021-10-17,-76,Texas,21J,147
2021-11-19,-43,Arkansas,21J,23
2021-12-16,-16,Alabama,21K,5
2021-10-11,-82,Oregon,21A,4
2021-11-09,-53,Virginia,21J,103
2021-10-15,-78,Texas,other,5
2021-10-12,-81,Oregon,21J,56
2021-10-24,-69,Vermont,21I,1
2021-10-27,-66,North Dakota,21J,10
2021-10-24,-69,New Jersey,21I,7
2021-11-01,-61,Minnesota,21J,586
2021-12-17,-15,Illinois,21J,131
2021-10-23,-70,New Hampshire,21I,1
2021-10-28,-65,Texas,21A,1
2021-10-14,-79,Alaska,21J,46
2021-10-03,-90,Hawaii,21J,10
2021-10-06,-87,Arizona,21J,158
2021-11-22,-40,California,other,2
2021-11-05,-57,Florida,21J,124
2021-12-15,-17,Oklahoma,21K,1
2021-12-04,-28,New Jersey,21I,3
2021-12-17,-15,Rhode Island,21I,1
2021-11-16,-46,South Carolina,21J,54
2021-12-20,-12,Massachusetts,21I,5
2021-12-13,-19,Georgia,21K,47
2021-12-05,-27,Ohio,21I,1
2021-12-07,-25,South Dakota,21I,1
2021-10-29,-64,Montana,21I,2
2021-10-28,-65,California,21J,744
2021-12-07,-25,Illinois,21I,2
2021-12-08,-24,Connecticut,21K,1
2021-11-12,-50,Arizona,21J,109
2021-10-14,-79,Tennessee,21J,90
2021-10-11,-82,California,21I,23
2021-11-18,-44,Vermont,21I,7
2021-11-02,-60,Connecticut,other,1
2021-11-26,-36,Nebraska,21J,33
2021-11-09,-53,Wisconsin,other,4
2021-11-18,-44,Kansas,21J,23
2021-11-04,-58,North Carolina,21I,8
2021-10-22,-71,North Carolina,21I,10
2021-11-12,-50,Nevada,21J,81
2021-11-26,-36,Maine,21A,0
2021-11-26,-36,Kansas,21J,54
2021-12-01,-31,North Carolina,21J,192
2021-10-03,-90,Michigan,21I,16
2021-10-03,-90,Maryland,21J,45
2021-11-15,-47,Nevada,21J,93
2021-11-30,-32,Rhode Island,21A,2
2021-11-12,-50,Washington,21I,3
2021-10-05,-88,Wyoming,21I,3
2021-10-26,-67,Illinois,21J,138
2021-10-31,-62,Oregon,21J,5
2021-11-03,-59,Pennsylvania,21I,10
2021-11-21,-41,Vermont,21J,21
2021-11-19,-43,Rhode Island,21J,45
2021-12-13,-19,Maryland,21J,85
2021-10-04,-89,Nevada,other,1
2021-12-13,-19,Ohio,21J,43
2021-10-16,-77,Nevada,21I,2
2021-10-22,-71,Kansas,other,1
2021-12-06,-26,Wyoming,21J,4
2021-12-14,-18,Kentucky,21K,3
2021-11-19,-43,California,21J,628
2021-10-29,-64,Wisconsin,other,1
2021-12-12,-20,Louisiana,21J,1
2021-10-25,-68,Oklahoma,other,1
2021-12-20,-12,Connecticut,21K,9
2021-11-02,-60,Idaho,21J,33
2021-11-16,-46,Louisiana,21J,8
2021-10-10,-83,Texas,21J,197
2021-10-05,-88,Illinois,21I,9
2021-12-17,-15,Massachusetts,21K,151
2021-12-16,-16,Wyoming,21K,1
2021-10-21,-72,Minnesota,21J,267
2021-11-16,-46,Wisconsin,21I,11
2021-12-06,-26,Iowa,21K,1
2021-11-28,-34,Minnesota,21J,477
2021-11-08,-54,Louisiana,21J,12
2021-11-19,-43,New Hampshire,21A,1
2021-11-09,-53,West Virginia,21I,6
2021-10-09,-84,West Virginia,21J,76
2021-11-12,-50,Montana,other,1
2021-10-28,-65,Oregon,21J,81
2021-10-29,-64,Maine,21J,0
2021-10-04,-89,Delaware,21J,30
2021-11-09,-53,Georgia,21J,54
2021-10-14,-79,Utah,21J,41
2021-12-12,-20,Illinois,21I,1
2021-12-16,-16,Wisconsin,21K,19
2021-12-05,-27,Florida,21I,1
2021-10-22,-71,Arkansas,21J,19
2021-10-10,-83,Michigan,21A,3
2021-12-17,-15,Connecticut,21J,42
2021-10-10,-83,Minnesota,21A,1
2021-12-04,-28,Minnesota,21I,8
2021-11-04,-58,Montana,21I,1
2021-10-03,-90,New Mexico,21I,1
2021-12-05,-27,Illinois,other,1
2021-10-20,-73,Massachusetts,other,1
2021-10-21,-72,California,21A,19
2021-11-01,-61,New Jersey,21I,5
2021-11-07,-55,Ohio,21J,81
2021-10-19,-74,Florida,21A,1
2021-10-04,-89,Illinois,other,2
